id;pred;true;latency_ms;cpu_percent;mem_percent;accuracy_cumulative;timestamp;;;;Lat media;CPU % media;Mem % media
;early;early;118,1221008;38,1;72,8;0,409730798;1758194073;;;;;;
;early;early;132,25317;36,1;72,9;0,409876543;1758194074;;;;;;
;early;early;115,0970459;39,7;72,9;0,410022217;1758194075;;;;;;
;early;early;113,1761074;32,6;72,9;0,410167818;1758194076;;;;;;
;normal;normal;134,3650818;32,8;72,9;0,410313348;1758194077;;;;;;
;normal;normal;100,507021;31,9;72,9;0,410458806;1758194078;;;;;;
;early;normal;121,4909554;31,9;73;0,410357583;1758194079;;;;;;
;early;suspect;124,9568462;32,5;73,1;0,41025641;1758194080;;;;;;
;early;early;131,2320232;33,5;73,3;0,410401775;1758194081;;;;;;
;early;early;96,65203094;34,8;73,6;0,410547068;1758194082;;;;;;
;early;early;123,098135;37,9;73,9;0,410692289;1758194083;;;;;;
;early;early;117,0499325;38,9;74,3;0,410837438;1758194084;;;;;;
;normal;suspect;101,2122631;35,2;74,3;0,410736272;1758194085;;;;;;
;normal;suspect;133,907795;33;74,4;0,410635155;1758194086;;;;;;
;stage 2 failure;suspect;99,02572632;32,4;74,8;0,410534088;1758194087;;;;;;
;imminent failure;stage 2 failure;124,355793;38,6;75;0,410433071;1758194088;;;;;;
;normal;suspect;98,19293022;33,1;75,7;0,410332103;1758194089;;;;;;
;normal;normal;115,7522202;38;75,8;0,410477127;1758194090;;;;;;
;imminent failure;normal;113,5540009;30,5;75,7;0,410376199;1758194091;;;;;;
;early;normal;119,2688942;33,5;75,8;0,41027532;1758194092;;;;;;
;normal;suspect;104,1169167;31,4;75,9;0,41017449;1758194093;;;;;;
;normal;early;106,7728996;33,7;75,7;0,41007371;1758194094;;;;;;
;early;early;107,8288555;30,8;75,8;0,41021862;1758194095;;;;;;
;early;normal;96,79675102;32,4;75,8;0,410117878;1758194096;;;;;;
;normal;normal;116,9168949;36,5;75,6;0,410262706;1758194097;;;;;;
;normal;normal;98,01912308;33,8;75,6;0,410407462;1758194098;;;;;;
;imminent failure;normal;118,2599068;37,3;75,6;0,410306748;1758194099;;;;;;
;early;suspect;94,83194351;31,2;75,6;0,410206084;1758194100;;;;;;
;normal;normal;135,3459358;27,8;75,6;0,410350748;1758194101;;;;;;
;normal;normal;131,387949;31,8;75,6;0,410495341;1758194102;;;;;;
;early;normal;97,68819809;41,4;75,7;0,410394705;1758194103;;;;;;
;early;normal;110,6932163;37,2;75,6;0,410294118;1758194104;;;;;;
;normal;normal;134,7141266;36,2;75,6;0,410438618;1758194105;;;;;;
;suspect;normal;118,7829971;33;75,6;0,41033807;1758194106;;;;;;
;stage 2 failure;normal;130,4960251;29,9;75,6;0,41023757;1758194107;;;;;;
;early;normal;139,193058;31,5;75,6;0,41013712;1758194108;;;;;;
;normal;suspect;134,054184;32,8;75,6;0,41003672;1758194109;;;;;;
;normal;normal;109,5302105;32,1;75,7;0,410181106;1758194110;;;;;;
;imminent failure;suspect;130,9859753;32,1;75,8;0,410080744;1758194111;;;;;;
;imminent failure;stage 2 failure;106,9991589;40,5;75,8;0,409980431;1758194112;;;;;;
;normal;suspect;125,546217;33,4;75,9;0,409880166;1758194113;;;;;;
;normal;early;134,9539757;39,4;75,8;0,409779951;1758194114;;;;;;
;stage 2 failure;early;121,7207909;32,6;75,8;0,409679785;1758194115;;;;;;
;early;normal;105,2849293;31,5;75,3;0,409579668;1758194116;;;;;;
;normal;normal;103,4109592;32,8;75,4;0,409723919;1758194117;;;;;;
;normal;normal;101,0549068;36,9;75,4;0,4098681;1758194118;;;;;;
;suspect;normal;130,3110123;36;73,6;0,40976801;1758194119;;;;;;
;early;suspect;93,95098686;34,2;73,7;0,409667969;1758194120;;;;;;
;normal;normal;131,9878101;31,6;73,7;0,409812058;1758194121;;;;;;
;normal;normal;101,9001007;31,2;73,7;0,409956076;1758194122;;;;;;
;stage 2 failure;normal;111,7370129;30,6;73,8;0,409856062;1758194123;;;;;;
;early;normal;111,6158962;77,6;73,9;0,409756098;1758194124;;;;;;
;normal;suspect;113,7700081;32,2;73,9;0,409656181;1758194125;;;;;;
;normal;normal;110,1739407;32,2;73,9;0,409800098;1758194126;;;;;;
;imminent failure;normal;96,00305557;38,8;73,9;0,409700219;1758194127;;;;;;
;early;rolling element failure;132,486105;35,2;73,9;0,40960039;1758194128;;;;;;
;normal;normal;123,9359379;37,2;73,9;0,409744214;1758194129;;;;;;
;normal;normal;130,7108402;32,7;73,9;0,409887969;1758194131;;;;;;
;early;normal;109,924078;30,8;73,9;0,409788167;1758194132;;;;;;
;early;rolling element failure;120,5608845;36;74;0,409688413;1758194133;;;;;;
;normal;suspect;133,6560249;35,6;74;0,409588708;1758194134;;;;;;
;normal;normal;112,0259762;40,7;73,9;0,40973236;1758194135;;;;;;
;imminent failure;suspect;122,0588684;32;73,9;0,409632693;1758194136;;;;;;
;stage 2 failure;rolling element failure;131,1790943;33,1;73,9;0,409533074;1758194137;;;;;;
;early;early;115,0691509;30,9;73,9;0,409676635;1758194138;;;;;;
;early;early;101,3097763;32,2;73,9;0,409820126;1758194139;;;;;;
;early;early;132,6787472;32,9;73,9;0,409963548;1758194140;;;;;;
;early;early;130,7530403;31,8;73,9;0,4101069;1758194141;;;;;;
;imminent failure;imminent failure;114,771843;34,8;73,9;0,410250182;1758194142;;;;;;
;imminent failure;imminent failure;131,8349838;44,4;74,1;0,410393395;1758194143;;;;;;
;imminent failure;inner race failure;109,6949577;37,9;74,1;0,410293761;1758194144;;;;;;
;imminent failure;stage 2 failure;109,480381;35,4;74;0,410194175;1758194145;;;;;;
;normal;normal;105,4682732;33,4;73,9;0,410337297;1758194146;;;;;;
;normal;normal;131,4098835;36,3;74,2;0,410480349;1758194147;;;;;;
;stage 2 failure;normal;122,2877502;40,9;74,3;0,410380791;1758194148;;;;;;
;early;suspect;128,6420822;32,9;74,3;0,41028128;1758194149;;;;;;
;early;early;114,5169735;39,7;74,3;0,410424242;1758194150;;;;;;
;early;early;112,1838093;34,2;74,3;0,410567135;1758194151;;;;;;
;early;early;125,0927448;32,7;74,3;0,410709959;1758194152;;;;;;
;early;early;97,58996964;34,4;74,4;0,410852713;1758194153;;;;;;
;normal;suspect;132,6642036;32,8;74,3;0,410753209;1758194154;;;;;;
;normal;suspect;141,4511204;33,7;74,3;0,410653753;1758194155;;;;;;
;inner race failure;suspect;114,782095;33;74,3;0,410554345;1758194156;;;;;;
;imminent failure;stage 2 failure;120,4431057;36,6;74,4;0,410454985;1758194157;;;;;;
;normal;normal;107,162714;34,7;74,3;0,410597629;1758194158;;;;;;
;normal;normal;106,8229675;40,6;74,3;0,410740203;1758194159;;;;;;
;early;normal;107,9370975;29,6;74,3;0,410640871;1758194160;;;;;;
;early;suspect;117,9997921;34,9;74,3;0,410541586;1758194161;;;;;;
;suspect;suspect;127,2439957;30,7;74,3;0,410684071;1758194162;;;;;;
;normal;early;97,86081314;41,8;74,5;0,410584824;1758194163;;;;;;
;stage 2 failure;early;96,99606895;31,7;74,4;0,410485625;1758194164;;;;;;
;early;normal;96,09603882;38,2;74,4;0,410386473;1758194165;;;;;;
;normal;suspect;129,0810108;32,2;74,4;0,41028737;1758194166;;;;;;
;normal;normal;112,1170521;31;74,4;0,410429744;1758194167;;;;;;
;imminent failure;normal;113,0239964;30,3;74,3;0,410330678;1758194168;;;;;;
;stage 2 failure;rolling element failure;121,4878559;32,1;74,3;0,41023166;1758194169;;;;;;
;imminent failure;suspect;128,7820339;28;74,3;0,41013269;1758194170;;;;;;
;normal;normal;114,4042015;30,8;74,3;0,410274964;1758194171;;;;;;
;stage 2 failure;normal;96,39406204;41,8;74,3;0,410176031;1758194172;;;;;;
;early;normal;100,5141735;34,9;74,5;0,410077146;1758194173;;;;;;
;normal;normal;101,7699242;40,2;74,5;0,41021933;1758194174;;;;;;
;normal;normal;130,4891109;33;74,4;0,410361446;1758194175;;;;;;
;imminent failure;normal;113,1389141;30;74,4;0,410262587;1758194176;;;;;;
;early;normal;126,8880367;32,1;74,4;0,410163776;1758194177;;;;;;
;normal;suspect;108,8502407;39,5;74,4;0,410065013;1758194178;;;;;;
;suspect;early;99,58600998;36;74,4;0,409966298;1758194179;;;;;;
;early;early;95,77274323;34;74,4;0,410108303;1758194180;;;;;;
;early;early;130,7859421;33,2;74,4;0,410250241;1758194181;;;;;;
;normal;normal;107,2282791;30,7;74,4;0,41039211;1758194182;;;;;;
;normal;normal;99,46513176;32,2;74,5;0,410533911;1758194183;;;;;;
;imminent failure;normal;103,7387848;32,4;74,4;0,410435201;1758194184;;;;;;
;early;suspect;130,7268143;32;74,4;0,410336538;1758194185;;;;;;
;early;early;106,4748764;32,2;74,4;0,41047825;1758194186;;;;;;
;early;early;103,3818722;39,1;74,4;0,410619894;1758194187;;;;;;
;early;early;108,371973;32,9;74,3;0,41076147;1758194188;;;;;;
;early;early;128,7288666;36,3;74,4;0,410902978;1758194189;;;;;;
;early;early;106,9710255;32,4;74,3;0,411044418;1758194190;;;;;;
;early;early;115,6420708;30,9;74,4;0,41118579;1758194191;;;;;;
;early;early;119,5456982;36,2;74,5;0,411327094;1758194192;;;;;;
;early;early;115,0641441;36,8;74,5;0,41146833;1758194193;;;;;;
;normal;normal;107,5482368;37,5;74,4;0,411609499;1758194194;;;;;;
;normal;normal;101,6237736;32,9;74,4;0,4117506;1758194196;;;;;;
;stage 2 failure;normal;135,2918148;32,5;74,4;0,411651882;1758194197;;;;;;
;normal;suspect;134,1869831;32,6;74,4;0,411553212;1758194198;;;;;;
;normal;suspect;96,4653492;32,3;74,5;0,411454589;1758194199;;;;;;
;normal;early;122,1060753;32;74,6;0,411356013;1758194200;;;;;;
;early;early;117,9990768;30,3;74,8;0,411497006;1758194201;;;;;;
;early;early;129,8570633;34,5;75,1;0,411637931;1758194202;;;;;;
;imminent failure;suspect;129,0156841;38,4;75,5;0,411539382;1758194203;;;;;;
;normal;normal;103,0521393;37;75,7;0,41168023;1758194204;;;;;;
;suspect;normal;132,5218678;34,1;75,8;0,411581718;1758194205;;;;;;
;early;normal;104,0670872;32,4;75,9;0,411483254;1758194206;;;;;;
;normal;normal;133,343935;33,2;76,1;0,411624013;1758194207;;;;;;
;normal;normal;111,9332314;39;76,9;0,411764706;1758194208;;;;;;
;early;normal;121,9260693;34,3;76,9;0,411666268;1758194209;;;;;;
;early;normal;118,2491779;39,9;76,9;0,411567878;1758194210;;;;;;
;normal;suspect;113,9609814;33,1;76,9;0,411469534;1758194211;;;;;;
;normal;normal;125,1173019;31,7;76,9;0,411610129;1758194212;;;;;;
;imminent failure;normal;104,5179367;33,8;77;0,411511822;1758194213;;;;;;
;imminent failure;rolling element failure;120,6767559;32,7;77;0,411413563;1758194214;;;;;;
;normal;suspect;105,4968834;32,9;76,9;0,41131535;1758194215;;;;;;
;normal;early;98,92106056;32,9;76,9;0,411217184;1758194216;;;;;;
;stage 2 failure;early;112,9729748;35,6;76,7;0,411119065;1758194217;;;;;;
;early;normal;123,8999367;36,4;76,7;0,411020992;1758194218;;;;;;
;normal;normal;110,006094;40;76,7;0,41116146;1758194219;;;;;;
;normal;normal;114,2580509;33,3;76,7;0,41130186;1758194220;;;;;;
;early;normal;94,75111961;32,9;76,7;0,411203814;1758194221;;;;;;
;early;suspect;110,1052761;33,3;76,8;0,411105815;1758194222;;;;;;
;normal;suspect;127,767086;39;76,9;0,411007863;1758194223;;;;;;
;normal;suspect;130,8357716;34,5;76,8;0,410909957;1758194224;;;;;;
;stage 2 failure;suspect;111,5248203;38,5;76,8;0,410812098;1758194225;;;;;;
;imminent failure;stage 2 failure;106,4808369;32,6;76,7;0,410714286;1758194226;;;;;;
;normal;normal;106,0218811;34,8;76,7;0,410854558;1758194227;;;;;;
;normal;normal;126,7709732;32,2;76,7;0,410994764;1758194228;;;;;;
;early;normal;100,8970737;33,5;76,7;0,410896978;1758194229;;;;;;
;early;suspect;131,3829422;29,5;76,7;0,410799239;1758194230;;;;;;
;imminent failure;imminent failure;105,5660248;33,4;76,7;0,410939358;1758194231;;;;;;
;imminent failure;imminent failure;109,8790169;38,9;76,8;0,41107941;1758194232;;;;;;
;imminent failure;inner race failure;99,36094284;33,2;77,1;0,410981697;1758194233;;;;;;
;imminent failure;stage 2 failure;107,1460247;38,5;77;0,41088403;1758194234;;;;;;
;early;early;137,8419399;33,6;77;0,411023996;1758194235;;;;;;
;early;early;110,2101803;30,5;77;0,411163895;1758194236;;;;;;
;early;early;111,3889217;31,3;77;0,411303728;1758194237;;;;;;
;early;early;106,5850258;38,3;77;0,411443495;1758194238;;;;;;
;early;early;124,3519783;33,5;77;0,411583195;1758194239;;;;;;
;early;early;115,4742241;31;76,9;0,411722829;1758194240;;;;;;
;early;early;100,6958485;33,8;76,8;0,411862396;1758194241;;;;;;
;early;early;116,5311337;32,9;76,8;0,412001898;1758194242;;;;;;
;normal;suspect;96,08864784;34,9;76,9;0,411904197;1758194243;;;;;;
;normal;normal;129,0009022;31,7;76,8;0,412043623;1758194244;;;;;;
;imminent failure;suspect;97,43905067;32,4;76,9;0,411945959;1758194245;;;;;;
;imminent failure;rolling element failure;109,6849442;30,4;76,7;0,411848341;1758194246;;;;;;
;normal;normal;130,5699348;37,3;76,7;0,411987681;1758194247;;;;;;
;normal;normal;115,8409119;35,2;76,7;0,412126954;1758194248;;;;;;
;imminent failure;normal;118,2010174;38,1;76,7;0,412029363;1758194249;;;;;;
;early;rolling element failure;98,0451107;32,1;76,6;0,411931818;1758194250;;;;;;
;normal;suspect;123,9926815;31,8;76,6;0,41183432;1758194251;;;;;;
;normal;early;129,4362545;35,2;76,8;0,411736867;1758194252;;;;;;
;stage 2 failure;early;98,80280495;35,8;76,8;0,411639461;1758194253;;;;;;
;early;normal;120,5470562;37,8;76,7;0,4115421;1758194254;;;;;;
;normal;suspect;114,9110794;34,1;76,7;0,411444786;1758194256;;;;;;
;normal;normal;123,3217716;29,6;76,7;0,411583924;1758194257;;;;;;
;imminent failure;suspect;106,3711643;32;76,7;0,411486646;1758194258;;;;;;
;imminent failure;stage 2 failure;133,9249611;32,1;76,7;0,411389414;1758194259;;;;;;
;normal;suspect;91,22920036;30,9;76,7;0,411292228;1758194260;;;;;;
;normal;normal;93,75596046;31,8;76,7;0,411431271;1758194261;;;;;;
;imminent failure;normal;102,8580666;31,4;76,7;0,41133412;1758194262;;;;;;
;early;rolling element failure;122,5209236;39,6;76,8;0,411237016;1758194263;;;;;;
;normal;normal;119,1871166;36,8;76,8;0,411375974;1758194264;;;;;;
;normal;normal;107,4130535;35;76,7;0,411514866;1758194265;;;;;;
;early;normal;121,8969822;32,2;76,7;0,411417787;1758194266;;;;;;
;early;normal;127,6233196;30,9;76,7;0,411320755;1758194267;;;;;;
;normal;normal;104,539156;38;76,8;0,411459561;1758194268;;;;;;
;normal;normal;118,0579662;34,6;76,1;0,411598303;1758194269;;;;;;
;early;normal;117,7899837;38,9;75,1;0,411501296;1758194270;;;;;;
;early;suspect;98,6559391;31,7;75;0,411404336;1758194271;;;;;;
;normal;normal;135,2469921;32,5;75;0,411542992;1758194272;;;;;;
;normal;normal;134,1199875;33,2;75,2;0,411681583;1758194273;;;;;;
;early;normal;129,4047832;33,2;75,2;0,411584648;1758194274;;;;;;
;early;normal;107,6910496;32,3;75,1;0,411487759;1758194275;;;;;;
;normal;normal;111,1881733;32,2;75,1;0,411626265;1758194276;;;;;;
;normal;normal;116,7240143;36,2;75,1;0,411764706;1758194277;;;;;;
;early;normal;114,5911217;36,4;75,1;0,411667843;1758194278;;;;;;
;early;normal;118,3071136;38,9;75,1;0,411571025;1758194279;;;;;;
;normal;normal;98,0489254;33,9;75,1;0,411709382;1758194280;;;;;;
;normal;normal;91,8200016;33,2;75,1;0,411847673;1758194281;;;;;;
;imminent failure;normal;133,384943;32,8;75,1;0,411750881;1758194282;;;;;;
;early;suspect;134,152174;41,6;75,2;0,411654135;1758194283;;;;;;
;normal;suspect;134,4168186;33,6;75,1;0,411557435;1758194284;;;;;;
;normal;early;134,2053413;39,7;75,1;0,41146078;1758194285;;;;;;
;early;early;135,8902454;32,9;75,1;0,411598967;1758194286;;;;;;
;early;normal;116,8861389;33,2;75,1;0,411502347;1758194287;;;;;;
;normal;suspect;132,240057;33,6;75,1;0,411405773;1758194288;;;;;;
;normal;normal;115,6668663;32,4;75,1;0,411543876;1758194289;;;;;;
;early;normal;131,7820549;33,2;75,1;0,411447338;1758194290;;;;;;
;early;normal;133,862257;33,2;75,2;0,411350844;1758194291;;;;;;
;normal;suspect;98,12402725;37,1;75,1;0,411254396;1758194292;;;;;;
;normal;suspect;130,6459904;36,9;75,3;0,411157993;1758194293;;;;;;
;imminent failure;suspect;98,98281097;39,4;75,2;0,411061636;1758194294;;;;;;
;imminent failure;stage 2 failure;97,21016884;32,4;75,2;0,410965323;1758194295;;;;;;
;early;early;108,577013;33,1;75,2;0,411103303;1758194296;;;;;;
;early;early;119,9598312;29,4;75,2;0,411241218;1758194297;;;;;;
;early;early;123,0649948;41;75,2;0,411379068;1758194298;;;;;;
;early;early;92,55886078;32,8;75,2;0,411516854;1758194299;;;;;;
;early;early;100,7239819;38,7;75,2;0,411654575;1758194300;;;;;;
;early;early;134,0019703;29,3;75,2;0,411792232;1758194301;;;;;;
;early;early;122,4458218;32,2;75,2;0,411929825;1758194302;;;;;;
;early;early;108,6888313;31,9;75,3;0,412067353;1758194303;;;;;;
;normal;normal;109,4472408;31,9;75,3;0,412204816;1758194304;;;;;;
;normal;normal;94,55895424;31,3;75,2;0,412342216;1758194305;;;;;;
;imminent failure;normal;116,448164;30,8;75,2;0,412245852;1758194306;;;;;;
;early;suspect;117,1667576;35,1;75,2;0,412149533;1758194307;;;;;;
;normal;normal;104,04706;30,8;75,2;0,412286849;1758194308;;;;;;
;normal;normal;123,7361431;40,6;75,2;0,412424101;1758194309;;;;;;
;early;normal;97,64122963;34,5;75,2;0,412327808;1758194310;;;;;;
;early;suspect;105,3490639;32,3;75,2;0,412231559;1758194311;;;;;;
;normal;suspect;124,1221428;33,5;75,2;0,412135356;1758194312;;;;;;
;normal;normal;110,5229855;37,5;75,4;0,412272515;1758194313;;;;;;
;early;normal;105,6802273;37,2;75,2;0,412176347;1758194314;;;;;;
;stage 2 failure;rolling element failure;137,0749474;33,2;75,3;0,412080224;1758194315;;;;;;
;normal;normal;129,1100979;32,9;75,3;0,4122173;1758194316;;;;;;
;normal;normal;109,8091602;30,9;75,3;0,412354312;1758194317;;;;;;
;stage 2 failure;normal;103,4607887;31,4;75,3;0,412258215;1758194318;;;;;;
;early;suspect;111,4480495;31,3;75,4;0,412162162;1758194319;;;;;;
;normal;suspect;128,6058426;31,7;75,6;0,412066154;1758194321;;;;;;
;normal;early;98,31309319;28,9;75,9;0,411970191;1758194321;;;;;;
;stage 2 failure;early;98,62804413;41,3;76,2;0,411874272;1758194323;;;;;;
;early;normal;98,16193581;34,4;76,5;0,411778399;1758194324;;;;;;
;normal;normal;105,5049896;35,8;76,6;0,41191529;1758194325;;;;;;
;normal;normal;126,2490749;31,9;76,8;0,412052117;1758194326;;;;;;
;early;normal;123,483181;31,2;76,9;0,411956269;1758194327;;;;;;
;early;normal;121,1700439;35,5;77,3;0,411860465;1758194328;;;;;;
;normal;suspect;96,05884552;35,1;77,4;0,411764706;1758194329;;;;;;
;normal;early;95,87025642;36;77,4;0,411668991;1758194330;;;;;;
;imminent failure;early;131,070137;33,1;78;0,411573321;1758194331;;;;;;
;early;normal;96,99892998;31;77,9;0,411477695;1758194332;;;;;;
;normal;normal;109,4362736;32,8;78;0,411614402;1758194333;;;;;;
;normal;normal;131,7639351;30,9;78;0,411751045;1758194334;;;;;;
;imminent failure;normal;107,986927;32,7;77,9;0,411655445;1758194335;;;;;;
;suspect;suspect;123,2538223;32,3;77,9;0,411792015;1758194336;;;;;;
;normal;suspect;115,8528328;41,3;77,9;0,411696449;1758194337;;;;;;
;normal;early;101,6151905;35,7;77,7;0,411600928;1758194338;;;;;;
;early;early;122,2999096;38,5;77,8;0,411737416;1758194339;;;;;;
;early;normal;112,3180389;34;77,8;0,411641929;1758194340;;;;;;
;normal;normal;113,8978004;33;77,7;0,411778345;1758194341;;;;;;
;normal;normal;137,4437809;31,9;77,7;0,411914696;1758194342;;;;;;
;stage 2 failure;normal;102,6849747;39,9;77,9;0,411819235;1758194343;;;;;;
;early;normal;119,2162037;33,2;77,9;0,411723818;1758194344;;;;;;
;imminent failure;suspect;126,6541481;40,6;77,8;0,411628446;1758194345;;;;;;
;normal;normal;133,4619522;32,3;77,9;0,411764706;1758194346;;;;;;
;stage 2 failure;normal;101,2768745;33,1;77,9;0,411669368;1758194347;;;;;;
;early;normal;109,3270779;32,1;77,9;0,411574074;1758194348;;;;;;
;early;early;106,2338352;32,8;77,9;0,411710252;1758194349;;;;;;
;early;early;140,52701;33,2;77,9;0,411846367;1758194350;;;;;;
;early;early;126,696825;34,7;77,9;0,41198242;1758194351;;;;;;
;early;early;118,8380718;38,7;78;0,412118409;1758194352;;;;;;
;early;early;103,5819054;39,4;78,1;0,412254335;1758194353;;;;;;
;early;early;117,8350449;42,1;78;0,412390199;1758194354;;;;;;
;early;early;112,457037;37,9;78;0,412526;1758194355;;;;;;
;early;early;101,462841;32,9;78;0,412661738;1758194356;;;;;;
;imminent failure;imminent failure;97,51296043;33,7;78;0,412797413;1758194357;;;;;;
;imminent failure;imminent failure;139,1539574;38;78,2;0,412933025;1758194358;;;;;;
;stage 2 failure;inner race failure;128,0779839;34,8;78,2;0,412837682;1758194359;;;;;;
;imminent failure;stage 2 failure;139,3938065;40,1;78,2;0,412742382;1758194360;;;;;;
;normal;suspect;109,7209454;33,7;78,2;0,412647127;1758194361;;;;;;
;normal;early;133,7893009;34,3;78,4;0,412551915;1758194362;;;;;;
;stage 2 failure;early;143,835783;33,2;78,4;0,412456747;1758194363;;;;;;
;early;normal;144,4270611;33,7;78,3;0,412361624;1758194364;;;;;;
;normal;normal;134,1660023;33,5;78,4;0,412497118;1758194365;;;;;;
;normal;normal;115,0250435;32,3;78,3;0,41263255;1758194366;;;;;;
;imminent failure;normal;109,9801064;38,9;78,1;0,412537451;1758194367;;;;;;
;early;normal;116,2497997;31,3;78,1;0,412442396;1758194368;;;;;;
;normal;normal;113,4898663;38,8;76,2;0,412577747;1758194369;;;;;;
;normal;normal;138,0288601;32;76,1;0,412713035;1758194370;;;;;;
;early;normal;122,5831509;31,2;76,2;0,412618006;1758194371;;;;;;
;early;suspect;112,8878593;32,9;76,2;0,41252302;1758194372;;;;;;
;normal;suspect;129,9021244;38,8;76,3;0,412428078;1758194373;;;;;;
